1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.018599,-0.041705,-0.026315,-0.091450,-0.029638,-0.070308,-0.080273,0.002183,0.495231,0.546532,0.518767,0.597404,0.542236,0.552671,0.684669,0.599216
-0.013071,-0.042280,-0.023959,-0.089040,-0.030225,-0.070769,-0.079338,0.003887,0.492524,0.548562,0.517642,0.590740,0.541470,0.552630,0.686519,0.596479
-0.017136,-0.043595,-0.026849,-0.089006,-0.030215,-0.069373,-0.079970,0.004184,0.485416,0.547572,0.517860,0.591434,0.539607,0.553961,0.685378,0.595291
-0.019942,-0.043939,-0.021897,-0.085591,-0.031865,-0.072120,-0.080952,0.003531,0.492303,0.544510,0.518620,0.589535,0.540086,0.555603,0.686230,0.595194
-0.009836,-0.040440,-0.021689,-0.082540,-0.030511,-0.071538,-0.082390,0.004364,0.482695,0.546899,0.520451,0.582800,0.538990,0.555950,0.685404,0.595629
-0.018424,-0.043739,-0.023780,-0.085140,-0.030763,-0.072418,-0.082961,0.004294,0.486410,0.551714,0.520898,0.583902,0.538937,0.557670,0.685310,0.595045
-0.019411,-0.044481,-0.024223,-0.086140,-0.030973,-0.071291,-0.085054,0.005671,0.496269,0.553411,0.521150,0.586675,0.538187,0.557707,0.684845,0.594599
-0.008744,-0.042056,-0.024517,-0.087002,-0.031515,-0.071792,-0.083095,0.005329,0.489481,0.551273,0.519220,0.585520,0.538896,0.557985,0.685370,0.593497
-0.019860,-0.041271,-0.024294,-0.088306,-0.030734,-0.070435,-0.085442,0.006682,0.489360,0.548427,0.520316,0.581485,0.539637,0.558691,0.684228,0.591589
-0.013752,-0.042281,-0.024489,-0.086548,-0.032625,-0.073633,-0.085091,0.006266,0.489270,0.549071,0.521044,0.578748,0.539577,0.560214,0.685084,0.591520
