L_forward (s),L_activation gradient (s),L_weight gradient (s),L_weight update (s),E_forward (J),E_activation gradient (J),E_weight gradient (J),E_weight update (J),L_forward_Peak (s),L_activation gradient_Peak (s),L_weight gradient_Peak (s),L_weight update_Peak (s),E_forward_Peak (J),E_activation gradient_Peak (J),E_weight gradient_Peak (J),E_weight update_Peak (J),TOPS/W,TOPS,Peak TOPS/W,Peak TOPS
42.7835,34.4601,44.2464,0.0290658,1.18502,1.12205,81.2189,0.00054972,4.30437,4.17299,29.1062,0.000133167,0.554799,0.541148,5.24457,1.17174e-06,2.2073,1.51763,29.0862,4.90695
42.7835,34.4601,44.246,0.0290658,1.18919,1.12631,81.2134,0.00054972,4.30437,4.17299,29.1058,0.000133167,0.55897,0.545414,5.23904,1.17174e-06,2.20723,1.51764,29.0729,4.907
42.7835,34.4601,44.2466,0.0290658,1.1965,1.13334,81.2902,0.00054972,4.30437,4.17299,29.1063,0.000133167,0.566282,0.552436,5.31585,1.17174e-06,2.20482,1.51763,28.661,4.90693
42.7835,34.4601,44.2467,0.0290658,1.19686,1.13366,81.2654,0.00054972,4.30437,4.17299,29.1065,0.000133167,0.56664,0.552758,5.29112,1.17174e-06,2.20546,1.51763,28.7685,4.90691
42.7835,34.4601,44.2457,0.0290658,1.19473,1.13207,81.1952,0.00054972,4.30437,4.17299,29.1054,0.000133167,0.564504,0.551169,5.22091,1.17174e-06,2.20741,1.51764,29.1042,4.90705
42.7835,34.4601,44.2455,0.0290658,1.19516,1.13266,81.1826,0.00054972,4.30437,4.17299,29.1053,0.000133167,0.564935,0.551761,5.20824,1.17174e-06,2.20772,1.51764,29.1578,4.90707
42.7835,34.4601,44.2454,0.0290658,1.19508,1.13267,81.1693,0.00054972,4.30437,4.17299,29.1052,0.000133167,0.564862,0.551773,5.19493,1.17174e-06,2.20807,1.51765,29.2196,4.90709
42.7835,34.4601,44.2455,0.0290658,1.19612,1.13358,81.1949,0.00054972,4.30437,4.17299,29.1052,0.000133167,0.5659,0.552683,5.22063,1.17174e-06,2.20734,1.51764,29.0922,4.90708
42.7835,34.4601,44.2459,0.0290658,1.19744,1.13478,81.2024,0.00054972,4.30437,4.17299,29.1057,0.000133167,0.56722,0.553881,5.22812,1.17174e-06,2.20708,1.51764,29.0463,4.90702
42.7835,34.4601,44.2447,0.0290658,1.196,1.13386,81.1465,0.00054972,4.30437,4.17299,29.1045,0.000133167,0.565774,0.552964,5.17223,1.17174e-06,2.20861,1.51765,29.3153,4.90718
42.7835,34.4601,44.2447,0.0290658,1.19618,1.13414,81.1352,0.00054972,4.30437,4.17299,29.1045,0.000133167,0.56596,0.553239,5.16083,1.17174e-06,2.2089,1.51765,29.3663,4.90717
42.7835,34.4601,44.2452,0.0290658,1.19666,1.13443,81.156,0.00054972,4.30437,4.17299,29.1049,0.000133167,0.566433,0.553527,5.18169,1.17174e-06,2.20833,1.51765,29.2656,4.90712
42.7835,34.4601,44.2444,0.0290658,1.19581,1.13397,81.0952,0.00054972,4.30437,4.17299,29.1042,0.000133167,0.565584,0.553071,5.12087,1.17174e-06,2.20998,1.51766,29.557,4.90722
42.7835,34.4601,44.2448,0.0290658,1.19614,1.1341,81.1114,0.00054972,4.30437,4.17299,29.1046,0.000133167,0.565921,0.553202,5.13712,1.17174e-06,2.20953,1.51765,29.478,4.90717
42.7835,34.4601,44.2453,0.0290658,1.19741,1.13503,81.1797,0.00054972,4.30437,4.17299,29.1051,0.000133167,0.567189,0.554133,5.20541,1.17174e-06,2.20767,1.51765,29.1496,4.9071
42.7835,34.4601,44.2444,0.0290658,1.19622,1.1344,81.0952,0.00054972,4.30437,4.17299,29.1042,0.000133167,0.565995,0.553497,5.12087,1.17174e-06,2.20995,1.51766,29.553,4.90721
42.7835,34.4601,44.2449,0.0290658,1.19648,1.13441,81.1241,0.00054972,4.30437,4.17299,29.1046,0.000133167,0.566261,0.553508,5.14978,1.17174e-06,2.20918,1.51765,29.4154,4.90716
42.7835,34.4601,44.245,0.0290658,1.19739,1.13517,81.1479,0.00054972,4.30437,4.17299,29.1048,0.000133167,0.567164,0.554269,5.17357,1.17174e-06,2.20851,1.51765,29.2965,4.90713
42.7835,34.4601,44.2443,0.0290658,1.1956,1.13386,81.1222,0.00054972,4.30437,4.17299,29.104,0.000133167,0.565379,0.552958,5.14784,1.17174e-06,2.20927,1.51766,29.4312,4.90723
42.7835,34.4601,44.2445,0.0290658,1.19642,1.13455,81.1206,0.00054972,4.30437,4.17299,29.1042,0.000133167,0.566194,0.553653,5.14625,1.17174e-06,2.20927,1.51766,29.4316,4.90721
42.7835,34.4601,44.2443,0.0290658,1.19603,1.13425,81.0952,0.00054972,4.30437,4.17299,29.1041,0.000133167,0.56581,0.553353,5.12087,1.17174e-06,2.20996,1.51766,29.5546,4.90723
42.7835,34.4601,44.2444,0.0290658,1.19597,1.13413,81.116,0.00054972,4.30437,4.17299,29.1042,0.000133167,0.565743,0.553227,5.14164,1.17174e-06,2.20942,1.51766,29.4574,4.90722
42.7835,34.4601,44.2446,0.0290658,1.19628,1.13438,81.1108,0.00054972,4.30437,4.17299,29.1044,0.000133167,0.566055,0.553478,5.13647,1.17174e-06,2.20954,1.51765,29.4791,4.90718
42.7835,34.4601,44.2446,0.0290658,1.19633,1.13444,81.0997,0.00054972,4.30437,4.17299,29.1044,0.000133167,0.566111,0.553538,5.12541,1.17174e-06,2.20983,1.51766,29.5307,4.90719
42.7835,34.4601,44.2443,0.0290658,1.19552,1.13387,81.0887,0.00054972,4.30437,4.17299,29.1041,0.000133167,0.565294,0.552973,5.11434,1.17174e-06,2.21016,1.51766,29.5897,4.90723
42.7835,34.4601,44.2448,0.0290658,1.19583,1.13388,81.1378,0.00054972,4.30437,4.17299,29.1045,0.000133167,0.56561,0.552979,5.16345,1.17174e-06,2.20885,1.51765,29.3569,4.90717
42.7835,34.4601,44.2448,0.0290658,1.19585,1.13389,81.1362,0.00054972,4.30437,4.17299,29.1046,0.000133167,0.565629,0.552987,5.16186,1.17174e-06,2.20889,1.51765,29.3643,4.90717
42.7835,34.4601,44.2441,0.0290658,1.19529,1.13369,81.1014,0.00054972,4.30437,4.17299,29.1038,0.000133167,0.565065,0.552792,5.12706,1.17174e-06,2.20983,1.51766,29.5314,4.90726
42.7835,34.4601,44.2448,0.0290658,1.19681,1.1348,81.1443,0.00054972,4.30437,4.17299,29.1046,0.000133167,0.566592,0.553898,5.16998,1.17174e-06,2.20863,1.51765,29.3176,4.90716
42.7835,34.4601,44.2442,0.0290658,1.19552,1.13385,81.0841,0.00054972,4.30437,4.17299,29.104,0.000133167,0.565301,0.552945,5.10981,1.17174e-06,2.21028,1.51766,29.6114,4.90724
42.7835,34.4601,44.2445,0.0290658,1.19615,1.13436,81.0968,0.00054972,4.30437,4.17299,29.1043,0.000133167,0.565927,0.553464,5.12248,1.17174e-06,2.20991,1.51766,29.5458,4.9072
42.7835,34.4601,44.2443,0.0290658,1.19631,1.13457,81.1125,0.00054972,4.30437,4.17299,29.1041,0.000133167,0.566088,0.55367,5.13813,1.17174e-06,2.20949,1.51766,29.4702,4.90722
