1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.015328,-0.039336,-0.022896,-0.088748,-0.032103,-0.068401,-0.078849,0.003576,0.485198,0.546118,0.519625,0.592649,0.542467,0.551810,0.683365,0.598668
-0.017037,-0.041080,-0.024701,-0.090590,-0.029941,-0.071774,-0.079225,0.004012,0.491063,0.549132,0.518904,0.595302,0.541255,0.553034,0.684839,0.596706
-0.016714,-0.040190,-0.022754,-0.090118,-0.031408,-0.071459,-0.079713,0.004503,0.485136,0.549765,0.519348,0.591688,0.540859,0.556470,0.684105,0.594850
-0.020318,-0.040462,-0.024063,-0.089088,-0.034168,-0.073512,-0.079928,0.005623,0.484182,0.548949,0.519656,0.591740,0.541801,0.559824,0.682896,0.593706
-0.013771,-0.044794,-0.022301,-0.089099,-0.031053,-0.072451,-0.082264,0.005465,0.489479,0.550275,0.519048,0.587228,0.539864,0.558141,0.685146,0.595375
-0.019692,-0.044391,-0.025875,-0.086775,-0.031389,-0.075205,-0.081653,0.005456,0.483743,0.549095,0.521686,0.589038,0.539777,0.560684,0.683059,0.593052
-0.022297,-0.045727,-0.024616,-0.089621,-0.032280,-0.074874,-0.081689,0.005674,0.492238,0.549289,0.520286,0.586650,0.538858,0.561903,0.684547,0.592496
-0.011890,-0.042918,-0.023860,-0.087158,-0.031245,-0.073973,-0.084233,0.006232,0.488738,0.547564,0.520240,0.587754,0.539226,0.562463,0.685054,0.591634
-0.017059,-0.042364,-0.027200,-0.084409,-0.029497,-0.073722,-0.083674,0.006368,0.492329,0.548964,0.520931,0.582998,0.538846,0.562122,0.683961,0.591825
-0.010111,-0.038302,-0.025912,-0.087848,-0.031376,-0.074405,-0.085932,0.006705,0.488896,0.548942,0.521893,0.584701,0.539948,0.561453,0.686637,0.590421
